"arms","open","double_blind","single_blind","controlled","parallel_group","crossover","randomised","eudract_number","title","protocol_country_code"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","HU"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","ES"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","DE"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","GB"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","SE"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","NL"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","IT"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","BE"
"2+","No","Yes","No","Yes","No","No","Yes","2014-001824-32","A long term randomised double blind placebo-controlled study to determine the effect of albiglutide when added to standard blood glucose lowering therapies on major cardiovascular events in patients with Type 2 diabetes mellitus","DK"
"2+","Yes","No","No","Yes","No","No","Yes","2012-003387-43","A Phase 3 Multicenter Randomized Open-Label Study to Investigate the Efficacy and Safety of Sofosbuvir/GS-5885 Fixed-Dose Combination ± Ribavirin for 12 and 24 Weeks in Treatment-Naïve Subjects with Chronic Genotype 1 HCV Infection","ES"
"2+","Yes","No","No","Yes","No","No","Yes","2012-003387-43","A Phase 3 Multicenter Randomized Open-Label Study to Investigate the Efficacy and Safety of Sofosbuvir/GS-5885 Fixed-Dose Combination ± Ribavirin for 12 and 24 Weeks in Treatment-Naïve Subjects with Chronic Genotype 1 HCV Infection","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2012-003387-43","A Phase 3 Multicenter Randomized Open-Label Study to Investigate the Efficacy and Safety of Sofosbuvir/GS-5885 Fixed-Dose Combination ± Ribavirin for 12 and 24 Weeks in Treatment-Naïve Subjects with Chronic Genotype 1 HCV Infection","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2012-003387-43","A Phase 3 Multicenter Randomized Open-Label Study to Investigate the Efficacy and Safety of Sofosbuvir/GS-5885 Fixed-Dose Combination ± Ribavirin for 12 and 24 Weeks in Treatment-Naïve Subjects with Chronic Genotype 1 HCV Infection","FR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2009-013174-41","AFFIRM: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Patients with Progressive Castration-Resistant Prostate Cancer Previously Treated with Docetaxel-Based Chemotherapy","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2009-013174-41","AFFIRM:  Estudio multinacional fase 3 aleatorizado doble ciego controlado con placebo para evaluar la eficacia y la seguridad del MDV3100 oral en pacientes con cáncer de próstata en progresión resistente a la castración previamente tratados con quimioterapia con docetaxel.AFFIRM: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Patients with Progressive Castration-Resistant Prostate Cancer Previously Treated with Docetaxel-Based Chemotherapy","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2009-013174-41","AFFIRM: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Patients with Progressive Castration-Resistant Prostate Cancer Previously Treated with Docetaxel-Based Chemotherapy","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2009-013174-41","AFFIRM: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Patients with Progressive Castration-Resistant Prostate Cancer Previously Treated with Docetaxel-Based Chemotherapy","FR"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","NL"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","BE"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","SK"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","CZ"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","ES"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","IT"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","FI"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","HU"
"2+","Yes","No","No","Yes","No","No","Yes","2011-005491-41","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","SE"
"1","Yes","No","No","No","No","No","No","2005-004944-30","An Open-Label Study to Investigate the Efficacy and Safety of AF37702 Injection (Hematide™) in the Treatment of Anemia Caused by Antibody-Mediated Pure Red Cell Aplasia in Patients with Chronic Kidney Disease","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-002603-17","A phase IIIb multicenter multinational randomized double-blind placebo controlled parallel group study to evaluate the glycemic and renal efficacy of once daily administration of linagliptin 5 mg for 24 weeks in type 2 diabetes patients with micro- or macroalbuminuria (30-3000mg/g creatinine) on top of current treatment with Angiotensin Converting Enzyme inhibitor or Angiotensin Receptor Blocker – MARLINA (Efficacy safety & Modification of Albuminuria in type 2 diabetes subjects with Renal disease with LINAgliptin)","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-002603-17","A phase IIIb multicenter multinational randomized double-blind placebo controlled parallel group study to evaluate the glycemic and renal efficacy of once daily administration of linagliptin 5 mg for 24 weeks in type 2 diabetes patients with micro- or macroalbuminuria (30-3000mg/g creatinine) on top of current treatment with Angiotensin Converting Enzyme inhibitor or Angiotensin Receptor Blocker – MARLINA (Efficacy safety & Modification of Albuminuria in type 2 diabetes subjects with Renal disease with LINAgliptin)","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-002603-17","A phase IIIb multicenter multinational randomized double-blind placebo controlled parallel group study to evaluate the glycemic and renal efficacy of once daily administration of linagliptin 5 mg for 24 weeks in type 2 diabetes patients with micro- or macroalbuminuria (30-3000mg/g creatinine) on top of current treatment with Angiotensin Converting Enzyme inhibitor or Angiotensin Receptor Blocker – MARLINA (Efficacy safety & Modification of Albuminuria in type 2 diabetes subjects with Renal disease with LINAgliptin)","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-002603-17","A phase IIIb multicenter multinational randomized double-blind placebo controlled parallel group study to evaluate the glycemic and renal efficacy of once daily administration of linagliptin 5 mg for 24 weeks in type 2 diabetes patients with micro- or macroalbuminuria (30-3000mg/g creatinine) on top of current treatment with Angiotensin Converting Enzyme inhibitor or Angiotensin Receptor Blocker – MARLINA (Efficacy safety & Modification of Albuminuria in type 2 diabetes subjects with Renal disease with LINAgliptin)","DK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated23-Nov-11)","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated 23-Nov-11)+ Administrative Letter 01 Site Specific dated 27-Mar-2012","AT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated 23-Nov-11)+ Administrative Letter 01 Site Specific dated 27-Mar-2012","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated 23-Nov-11)+ Administrative Letter 01 Site Specific dated 27-Mar-2012","DE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated23-Nov-11)","DK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-004237-14","A Phase 3 Evaluation of BMS-790052 (Daclatasvir) Compared with Telaprevir in Combination with Peg-Interferon Alfa-2a and Ribavirin in Treatment-Naive Patients with Chronic Hepatitis-CRevised Protocol 02 incorporating protocol amendment 03 (version 1.0 dated 22-Jan-13).+ Pharmacogenetics Blood Sample Amendment 01 (version 1.0 dated23-Nov-11)","ES"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-003868-31","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancerEine zweiteilige multizentrische internationale Phase-I- und Phase-II-Studie zur Überprüfung der Sicherheit und Wirksamkeit des Hsp90-Inhibitors Ganetespib in Kombination mit wöchentlichem Paclitaxel bei Frauen mit mit hochgradig serösem hochgradig endometroidem oder undifferenzierten platinresistentem epithelialem Ovarial- Tuben- oder primärem Peritonealkarzinom","BE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-003868-31","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancer","DE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-003868-31","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancer","AT"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut–TKI EGF816administered orally in adult patients with EGFRmut solid malignancies","IT"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut–TKI EGF816administered orally in adult patients with EGFRmut solid malignanciesStudio di Fase I/II multicentrico in aperto con EGFRmut-TKI EGF816 somministrato per via orale in pazienti adulti con tumori solidi con EGFRmut","ES"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut–TKI EGF816administered orally in adult patients with EGFRmut solid malignancies","DE"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut?TKI EGF816administered orally in adult patients with EGFRmut solid malignanciesEstudio fase I/II multicéntrico abierto del TKI EGF816-EGFRmut administrado por vía oral a pacientes adultos con tumores sólidos malignos con mutación EGFR","NL"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut–TKI EGF816administered orally in adult patients with EGFRmut solid malignanciesStudio di Fase I/II multicentrico in aperto con EGFRmut-TKI EGF816 somministrato per via orale in pazienti adulti con tumori solidi con EGFRmut","BE"
"2+","Yes","No","No","No","No","No","No","2013-004482-14","A phase I/II multicenter open-label study of EGFRmut–TKI EGF816administered orally in adult patients with EGFRmut solid malignanciesStudio di Fase I/II multicentrico in aperto con EGFRmut-TKI EGF816 somministrato per via orale in pazienti adulti con tumori solidi con EGFRmut","FR"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","SE"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","IE"
"2+","Yes","No","No","Yes","No","No","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial CancerEnsayo clínico aleatorizado de fase III de pembrolizumab (MK-3475) frente a paclitaxel docetaxel o vinflunina en sujetos con cáncer urotelial metastásico recidivante o progresivo","BE"
"2+","Yes","No","No","Yes","No","No","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial CancerEnsayo clínico aleatorizado de fase III de pembrolizumab (MK-3475) frente a paclitaxel docetaxel o vinflunina en sujetos con cáncer urotelial metastásico recidivante o progresivo","HU"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","PT"
"2+","Yes","No","No","Yes","No","No","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial CancerEnsayo clínico aleatorizado de fase III de pembrolizumab (MK-3475) frente a paclitaxel docetaxel o vinflunina en sujetos con cáncer urotelial metastásico recidivante o progresivo","DE"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","IT"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial CancerEnsayo clínico aleatorizado de fase III de pembrolizumab (MK-3475) frente a paclitaxel docetaxel o vinflunina en sujetos con cáncer urotelial metastásico recidivante o progresivo","ES"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","NL"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","AT"
"2+","Yes","No","No","Yes","No","Yes","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial Cancer","PL"
"2+","Yes","No","No","Yes","No","No","Yes","2014-002009-40","A Phase III Randomized Clinical Trial of Pembrolizumab (MK-3475) versus Paclitaxel Docetaxel or Vinflunine in Subjects with Recurrent or Progressive Metastatic Urothelial CancerEnsayo clínico aleatorizado de fase III de pembrolizumab (MK-3475) frente a paclitaxel docetaxel o vinflunina en sujetos con cáncer urotelial metastásico recidivante o progresivo","DK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-001323-38","A randomized open-label parallel group multi-center Phase II clinicaltrial evaluating effect of addition of DCVAC/OvCa to standardchemotherapy (carboplatin and gemcitabine) in women with relapsedplatinum sensitive epithelial ovarian carcinomaRandomizované nezaslepené multicentrické klinické hodnocení fáze II s paralelními skupinami vyhodnocující účinek přídavku DCVAC/OvCa ke standardní chemoterapii (karboplatina a gemcitabin) u žen s recidivujícím epiteliálním ovariálním karcinomem citlivým na platinu","PL"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-001323-38","A randomized open-label parallel group multi-center Phase II clinicaltrial evaluating effect of addition of DCVAC/OvCa to standardchemotherapy (carboplatin and gemcitabine) in women with relapsedplatinum sensitive epithelial ovarian carcinoma","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2013-001323-38","A randomized open-label parallel group multi-center Phase II clinicaltrial evaluating effect of addition of DCVAC/OvCa to standardchemotherapy (carboplatin and gemcitabine) in women with relapsedplatinum sensitive epithelial ovarian carcinoma","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","A randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85-3934 administered orally in the correction of anemia in erythropoiesis-stimulating agent naïve pre dialysis subjects with chronic kidney disease in Europe and Asia PacificEstudio aleatorizado multicéntrico controlado con placebo doble ciego y de grupos paralelos para investigar la eficacia y seguridad de 5 dosis fijas de BAY 85-3934 administrado por vía oral para corregir antes de la diálisis la anemia de pacientes procedentes de Europa y del Pacífico asiático con nefropatía crónica y que nunca han recibido un fármaco estimulante de la eritropoyesis","BG"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85- 934 administered orally in the correction of anemia in pre-dialysis subjects with chronic kidney disease not currently treated with erythropoiesis-stimulating agent in Europe and Asia Pacific","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","A randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85- 3934 administered orally in the correction of anemia in pre-dialysis subjects with chronic kidney disease not currently treated with erythropoiesis-stimulating agent in Europe and Asia Pacific","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","A randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85-3934 administered orally in the correction of anemia in erythropoiesis-stimulating agent naïve pre dialysis subjects with chronic kidney disease in Europe and Asia PacificEstudio aleatorizado multicéntrico controlado con placebo doble ciego y de grupos paralelos para investigar la eficacia y seguridad de 5 dosis fijas de BAY 85-3934 administrado por vía oral para corregir antes de la diálisis la anemia de pacientes procedentes de Europa y del Pacífico asiático con nefropatía crónica y que nunca han recibido un fármaco estimulante de la eritropoyesis","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","A randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85- 3934 administered orally in the correction of anemia in pre-dialysis subjects with chronic kidney disease not currently treated with erythropoiesis-stimulating agent in Europe and Asia Pacific","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-001193-14","A randomized placebo-controlled double-blind parallel group multicenter study to investigate the efficacy and safety of 5 fixed doses of BAY 85-3934 administered orally in the correction of anemia in erythropoiesis-stimulating agent naïve pre dialysis subjects with chronic kidney disease in Europe and Asia PacificEstudio aleatorizado multicéntrico controlado con placebo doble ciego y de grupos paralelos para investigar la eficacia y seguridad de 5 dosis fijas de BAY 85-3934 administrado por vía oral para corregir antes de la diálisis la anemia de pacientes procedentes de Europa y del Pacífico asiático con nefropatía crónica y que nunca han recibido un fármaco estimulante de la eritropoyesis","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMY","GR"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB  (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-POSITIVE HIGH RISK MUSCLE INVASIVE UROTHELIAL CARCINOMA AFTER SURGICAL RESECTION","ES"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMY","NL"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMY","FR"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMY","CZ"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE UROTHELIAL CARCINOMA AFTER SURGICAL RESECTION","BE"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMYESTUDIO DE FASE III MULTICÉNTRICO ABIERTO RANDOMIZADO DE MPDL3280A (ANTICUERPO ANTI-PD-L1) FRENTE A OBSERVACIÓN COMO TRATAMIENTO ADYUVANTE EN PACIENTES CON CÁNCER DE VEJIGA MÚSCULO-INVASIVO DE ALTO RIESGO SELECCIONADOS POR PD-L1 TRAS CISTECTOMÍA","DE"
