"almondnuts","brazil_nuts","celery","code","eggs","gluten","hazelnut","ingredients","lupin","macadamia_nuts","milk","mustard","new_lang","nuts","peanut","sesame","source","soy"
"0","0","0","4104420133969","0","0","0","Duits: E440a;Konzentrierter Zitronensaft;Mango;Ziegenmilchjoghurt;Zuckerrübe Allergenen: Melk","0","0","2","0","german: e440a;concentrated lemon juice;mango;goat milk yogurt;sugar beet allergen: milk","0","0","0","alnatura","0"
"0","0","0","4104420133969","0","0","0","Duits: E440a;Konzentrierter Zitronensaft;Mango;Ziegenmilchjoghurt;Zuckerrübe Allergenen: Melk","0","0","2","0","german: e440a;concentrated lemon juice;mango;goat milk yogurt;sugar beet allergen: milk","0","0","0","open_food_facts","0"
"0","0","0","4104420031661","0","0","0","Duits: Meersalz unraffiniert; Kaliumjodat","0","0","0","0","german: sea-salt unaffected; potassium","0","0","0","alnatura","0"
"0","0","0","4104420031661","0","0","0","Zutaten / Inhaltsstoffe: Jodiertes Meersalz (Meersalz; Kaliumjodat) unraffiniert.",,"0","0","0","ingredients / Inhaltsstoffe: Jodiertes sea-salt (sea-salt; potassium) unaffected.","0","0",,"dasistdrin","0"
"0","0","0","4104420031661","0","0","0","Duits: Meersalz unraffiniert; Kaliumjodat","0","0","0","0","german: sea-salt unaffected; potassium","0","0","0","open_food_facts","0"
"0","0","0","4104420031661","0","0","0","zeezout|kaliumjodaat","0","0","0","0","sea salt|kaliumjodaat","0","0","0","piccantino","0"
"0","2","0","4104420055209","1","2","1","Duits: Dinkelvollkornmehl 43%; Rohrohrzucker; Palmfett ungehärtet; Zartbitter-Schokoladentropfen 9% (Kakaomasse; Rohrohrzucker; Kakaobutter; Emulgator: Sojalecithin); Haselnüsse 6%; Kakao stark entölt 4%; Meersalz; Reinweinsteinbackpulver (Säuerungsmittel: Monokaliumtartrat (Reinweinstein); Maisstärke; Backtriebmittel: Natriumhydrogencarbonat (Natron)); Bourbonvanilleschote gemahlen; Ceylon-Zimt; Koriander Allergenen: Gluten; Noten; Soja","0","0","1","0","german: spelled flour 43%; pipe sugar; palm fat cautionary; Zartbitter-Schokoladentropfen 9% (cocoa; pipe sugar; cocoa butter; emulsifier: soy lecithin); hazelnuts 6%; cocoa stark entered 4%; sea-salt; pure tartar baking powder (acidic: monopotassium tartrate (pure tartar); corn starch; baking agent: sodium bicarbonate (baking)); bourbon vanilleschote ground; Ceylon-Zimt; cilantro allergen: gluten; nuts; soy bean","2","0","1","alnatura","2"
"0","2","0","4104420055209","1","2","1","Zutaten / Inhaltsstoffe: Dinkelvollkornmehl* 43%; Rohrohrzucker*; Palmfett* ungehärtet; Zartbitter-Schokoladentropfen* 9% (Kakaomasse*; Kakaobutter*; Rohrohrzucker*; Emulgator: Sojalecithin*); Haselnüsse* 6%; Kakao* stark entölt 4%; Meersalz; Reinweinsteinbackpulver (Säuerungsmittel: Monokaliumtartrat (Reinweinstein); Maisstärke*; Backtriebmittel: Natriumhydrogencarbonat (Natron); Bourbon-Vanilleschote* gemahlen; Ceylon-Zimt*; Koriander*. Kann Spuren von Ei; Milch; Mandeln; Paranuss und Sesam enthalten. *aus biologischer Landwirtschaft.",,"0","1","0","ingredients / Inhaltsstoffe: spelled flour* 43%; pipe sugar*; palm fat* cautionary; Zartbitter-Schokoladentropfen* 9% (cocoa*; cocoa butter*; pipe sugar*; emulsifier: soy lecithin*); hazelnuts* 6%; cocoa* stark entered 4%; sea-salt; pure tartar baking powder (acidic: monopotassium tartrate (pure tartar); corn starch*; baking agent: sodium bicarbonate (baking); Bourbon-Vanilleschote* ground; Ceylon-Zimt*; cilantro*. can traces von no; milk; almond; paranus and sesame contain. *out of biological agriculture.","2","0",,"dasistdrin","2"
"0","2","0","4104420055209","1","2","1","Duits: Dinkelvollkornmehl 43%; Rohrohrzucker; Palmfett ungehärtet; Zartbitter-Schokoladentropfen 9% (Kakaomasse; Rohrohrzucker; Kakaobutter; Emulgator: Sojalecithin); Haselnüsse 6%; Kakao stark entölt 4%; Meersalz; Reinweinsteinbackpulver (Säuerungsmittel: Monokaliumtartrat (Reinweinstein); Maisstärke; Backtriebmittel: Natriumhydrogencarbonat (Natron)); Bourbonvanilleschote gemahlen; Ceylon-Zimt; Koriander Allergenen: Gluten; Noten; Soja","0","0","1","0","german: spelled flour 43%; pipe sugar; palm fat cautionary; Zartbitter-Schokoladentropfen 9% (cocoa; pipe sugar; cocoa butter; emulsifier: soy lecithin); hazelnuts 6%; cocoa stark entered 4%; sea-salt; pure tartar baking powder (acidic: monopotassium tartrate (pure tartar); corn starch; baking agent: sodium bicarbonate (baking)); bourbon vanilleschote ground; Ceylon-Zimt; cilantro allergen: gluten; nuts; soy bean","2","0","0","open_food_facts","2"
"0","2","0","4104420055209","1","2","1","43% volkoren speltmeel|bietensuiker|palmolie|9% chocolade druppels|cacaomassa|ruwe rietsuiker|cacaoboter|lecithine|6% hazelnoten|3% cacaopoeder zwaar ontolied|zeezout|natriumcarbonaat (E500)|gemalen bourbon vanillestokjes|Ceylon kaneel|koriander","0","0","1","0","43% whole grain spelled flour|bietensuiker|palmolie|9% chocolate druppels|cocoa mass|rough cane sugar|cocoa butter|lecithine|6% hazelnut|3% cocoa powder zwaar ontolied|sea salt|natriumcarbonaat (E500)|gemalen bourbon vanillestokjes|ceylon kaneel|cilantro","2","0","1","piccantino","2"
"0","0","0","4104420024489","0","0","0","Frans: Miel de fleurs","0","0","0","0","frans: honey of flowers","0","0","0","alnatura","0"
"0","0","0","4104420024489","0","0","0","Frans: Miel de fleurs","0","0","0","0","frans: honey of flowers","0","0","0","open_food_facts","0"
"0","0","0","4104420036789","0","0","0","Zutaten / Inhaltsstoffe: Brennnesselblätter*; Zitronengras*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: Brennnesselblätter*; lemon grass*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420056244","0","2","0","Duits: Roggenvollkornmehl 84%; Sesam 10%; Meersalz Allergenen: Gluten; Sesamzaad","0","0","0","0","german: ryean and 84%; sesame 10%; sea-salt allergen: gluten; sesame seed","0","0","2","alnatura","0"
"0","0","0","4104420056244","0","2","0","Zutaten / Inhaltsstoffe: Roggenvollkornmehl* (84%); Sesam* (10%); Meersalz. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: ryean and* (84%); sesame* (10%); sea-salt. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420056244","0","2","0","Duits: Roggenvollkornmehl 84%; Sesam 10%; Meersalz Allergenen: Gluten; Sesamzaad","0","0","0","0","german: ryean and 84%; sesame 10%; sea-salt allergen: gluten; sesame seed","0","0","2","open_food_facts","0"
"0","0","0","4104420181069","0","0","0","volkoren gierstmeel|vitamine B1 (thiamine)","0","0","0","0","whole grain gierstmeel|vitamins b1 (thiamine)","0","0","0","piccantino","0"
"0","0","0","4104420073548","0","0","0","Duits: Frischmilch; fettarme; Milch . Allergenen: Melk","0","0","2","0","german: fresh milk; low -fat; milk . allergen: milk","0","0","0","alnatura","0"
"0","0","0","4104420073548","0","0","0","Zutaten / Inhaltsstoffe: Frische fettarme Milch*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","2","0","ingredients / Inhaltsstoffe: freshness low -fat milk*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420073548","0","0","0","Duits: Frischmilch; fettarme; Milch . Allergenen: Melk","0","0","2","0","german: fresh milk; low -fat; milk . allergen: milk","0","0","0","open_food_facts","0"
"0","0","0","4104420006065","1","2","0","Duits: Hartweizengrieß; Tomatenpulver 1%; Spinatpulver 1%. Allergenen: Gluten Sporen: Eieren; Soja","0","0","0","0","german: durum wheat; tomato 1%; spinach powder 1%. allergen: gluten trace: eggs; soy bean","0","0","0","alnatura","1"
"0","0","0","4104420006065","1","2","0","Duits: Hartweizengrieß; Tomatenpulver 1%; Spinatpulver 1%. Allergenen: Gluten Sporen: Eieren; Soja","0","0","0","0","german: durum wheat; tomato 1%; spinach powder 1%. allergen: gluten trace: eggs; soy bean","0","0","0","open_food_facts","1"
"0","0","0","4104420187214","0","1","0","Duits: Schweinefleisch*; Meersalz; Rohrohrzucker*; Gewürze*; MALTODEXTRIN*; Konservierungsstoff: Natriumnitrit; Buchenrauch Allergenen: Gluten; de:maltodextrin Sporen: Melk; Soja; de:sell","0","0","1","0","german: pork meat*; sea-salt; pipe sugar*; spices*; maltodextrin*; preservative: sodium nitrite; beech smoke allergen: gluten; of:maltodextrin trace: milk; soy bean; of:sell","0","0","0","alnatura","1"
"0","0","0","4104420187214","0","1","0","Duits: Schweinefleisch*; Meersalz; Rohrohrzucker*; Gewürze*; MALTODEXTRIN*; Konservierungsstoff: Natriumnitrit; Buchenrauch Allergenen: Gluten; de:maltodextrin Sporen: Melk; Soja; de:sell","0","0","1","0","german: pork meat*; sea-salt; pipe sugar*; spices*; maltodextrin*; preservative: sodium nitrite; beech smoke allergen: gluten; of:maltodextrin trace: milk; soy bean; of:sell","0","0","0","open_food_facts","1"
"0","0","0","4104420206656","0","0","0","Duits: Sporen: Melk; Pinda","0","0","0","0","german: trace: milk; peanut","1","1","0","alnatura","0"
"0","0","0","4104420206656","0","0","0","Linsen* 80 %; Sonnenblumenöl*; Zwiebelpulver*; Meersalz; Schwarzer Pfeffer* gemahlen *aus biologischer Landwirtschaft. Kann Spuren von Erdnuss enthalten.","0","0","0","0","lenses* 80 %; sunflower oil*; onion powder*; sea-salt; black pepper* ground *out of biological agriculture. can traces von peanut contain.","1","1","0","migipedia","0"
"0","0","0","4104420206656","0","0","0","Duits: Sporen: Melk; Pinda","0","0","0","0","german: trace: milk; peanut","1","1","0","open_food_facts","0"
"0","0","0","4104420206656","0","0","0","80% linzen|zonnebloemolie|uien poeder|zeezout|zwarte peper (gemalen)","0","0","0","0","80% linzen|sunflower oil|onions poeder|sea salt|zwarte peper (gemalen)","1","1","0","piccantino","0"
"0","0","2","42221562","2","0","0","Duits: Hühnerbrustfleisch* gegart 39 %; Wasser; Rapsöl' Champignons* 6 %; Pfirsiche* 5 %; Branntweinessig*; Sellerie*; Rohrohrzucker*; Reisstärke*; Eigelb*; Kräuter*; Gewürze*; Meersalz; Senfsaat*; Verdickungsmittel: Guarkernmehl* Zitronensaftkonzentrat*; Sonnenblumenöl*. *aus biologischer Landwirtschaft Allergenen: Selderij; Eieren; Mosterd","0","0","0","2","german: chicken breast* cooked 39 %; water; rapeseed oil' mushrooms* 6 %; peach* 5 %; brandy vinegar*; celery*; pipe sugar*; rice strength*; egg yolk*; herbs*; spices*; sea-salt; lowerfaat*; thickener: guar gum* lemon juice concentrate*; sunflower oil*. *out of biological agriculture allergen: celery; eggs; mustard","0","0","0","alnatura","0"
"0","0","2","42221562","2","0","0","Zutaten / Inhaltsstoffe: Hühnchenfleisch* (37%); Rapsöl*; Branntweinessig*; Champignons* (6%); Pfirsiche* (5%); Sellerie* (3;5%); Eigelb*; Sonnenblumenöl*; Rohrohrzucker*; Kräuter*; Gewürze*; Meersalz; Zwiebeln*; Knoblauch*; Senfsaaten*; Reismehl*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","2","ingredients / Inhaltsstoffe: Hühnchenfleisch* (37%); rapeseed oil*; brandy vinegar*; mushrooms* (6%); peach* (5%); celery* (3;5%); egg yolk*; sunflower oil*; pipe sugar*; herbs*; spices*; sea-salt; onion*; garlic*; Senfsaaten*; rice flour*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","42221562","2","0","0","Duits: Hühnerbrustfleisch* gegart 39 %; Wasser; Rapsöl' Champignons* 6 %; Pfirsiche* 5 %; Branntweinessig*; Sellerie*; Rohrohrzucker*; Reisstärke*; Eigelb*; Kräuter*; Gewürze*; Meersalz; Senfsaat*; Verdickungsmittel: Guarkernmehl* Zitronensaftkonzentrat*; Sonnenblumenöl*. *aus biologischer Landwirtschaft Allergenen: Selderij; Eieren; Mosterd","0","0","0","0","german: chicken breast* cooked 39 %; water; rapeseed oil' mushrooms* 6 %; peach* 5 %; brandy vinegar*; celery*; pipe sugar*; rice strength*; egg yolk*; herbs*; spices*; sea-salt; lowerfaat*; thickener: guar gum* lemon juice concentrate*; sunflower oil*. *out of biological agriculture allergen: celery; eggs; mustard","0","0","0","open_food_facts","0"
"0","0","0","4104420095045","0","0","0","Duits: Wasser; Reis 5;5%; Sojabohnen 5;3%; Meersalz. Allergenen: Soja","0","0","0","0","german: water; reis 5;5%; soybeans 5;3%; sea-salt. allergen: soy bean","0","0","0","alnatura","2"
"0","0","0","4104420095045","0","0","0","Zutaten / Inhaltsstoffe: Wasser; Reis* 5;5%; Sojabohnen* 5;3%; Meersalz. * aus biologischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: water; reis* 5;5%; soybeans* 5;3%; sea-salt. * out of biological agriculture","0","0",,"dasistdrin","2"
"0","0","0","4104420095045","0","0","0","Duits: Wasser; Reis 5;5%; Sojabohnen 5;3%; Meersalz. Allergenen: Soja","0","0","0","0","german: water; reis 5;5%; soybeans 5;3%; sea-salt. allergen: soy bean","0","0","0","open_food_facts","2"
"0","0","0","4104420095045","0","0","0","water|5;5% soja bonen|5;3% rijst|zeezout","0","0","0","0","water|5;5% soy bean bonen|5;3% rice|sea salt","0","0","0","piccantino","2"
"0","0","0","4104420015289","0","0","0","Duits: Kokosraspel 100% Sporen: Noten; Pinda","0","0","0","0","german: coconut 100% trace: nuts; peanut","1","1","0","alnatura","0"
"0","0","0","4104420015289","0","0","0","Zutaten / Inhaltsstoffe: Kokosraspeln*. Kann Spuren von erdnüssen; Mandeln und anderen Nüssen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: coconut*. can traces von peanut; almond and others nuts contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","1","1",,"dasistdrin","0"
"0","0","0","4104420015289","0","0","0","Duits: Kokosraspel 100% Sporen: Noten; Pinda","0","0","0","0","german: coconut 100% trace: nuts; peanut","1","1","0","open_food_facts","0"
"0","2","0","4104420218949","0","2","2","Kun je de ingrediëntenlijst toevoegen? Voeg de ingrediënten toe Sporen: de:leinsamen","0","0","0","0","when is of list of ingredients toevoegen? add of ingredients toe trace: of:linseed","2","0","2","alnatura","0"
"0","2","0","4104420218949","0","2","2","Kun je de ingrediëntenlijst toevoegen? Voeg de ingrediënten toe Sporen: de:leinsamen","0","0","0","0","when is of list of ingredients toevoegen? add of ingredients toe trace: of:linseed","2","0","0","open_food_facts","0"
"1","0","0","4104420035768","0","0","0","Duits: Sonnenblumenöl; Wasser; Tomaten 13%; Paprika; Zwiebeln; Basilikum 8;7%; Weißweinessig; Rohrohrzucker; Maisstärke; Meersalz; Verdickungsmittel: Guarkernmehl; Rapsöl; Knoblauch Sporen: Noten","0","0","0","2","german: sunflower oil; water; tomatoes 13%; paprika; onion; basil 8;7%; white wine vinegar; pipe sugar; corn starch; sea-salt; thickener: guar gum; rapeseed oil; garlic trace: nuts","1","0","0","alnatura","0"
"1","0","0","4104420035768","0","0","0","Zutaten / Inhaltsstoffe: Wasser; Sonnenblumenöl*; Tomaten* (12%); Paprika*; Basilikum* (11%); Zwiebeln*; Rohrohrzucker*; Weißweinessig*; Maisstärke*; Verdickungsmittel: Guarkernmehl*; Meersalz; Knoblauch*; Senfsaat*. Kann Spuren von Cashewkernen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","2","ingredients / Inhaltsstoffe: water; sunflower oil*; tomatoes* (12%); paprika*; basil* (11%); onion*; pipe sugar*; white wine vinegar*; corn starch*; thickener: guar gum*; sea-salt; garlic*; lowerfaat*. can traces von Cashewkernen contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","1","0",,"dasistdrin","0"
"1","0","0","4104420035768","0","0","0","Duits: Sonnenblumenöl; Wasser; Tomaten 13%; Paprika; Zwiebeln; Basilikum 8;7%; Weißweinessig; Rohrohrzucker; Maisstärke; Meersalz; Verdickungsmittel: Guarkernmehl; Rapsöl; Knoblauch Sporen: Noten","0","0","0","0","german: sunflower oil; water; tomatoes 13%; paprika; onion; basil 8;7%; white wine vinegar; pipe sugar; corn starch; sea-salt; thickener: guar gum; rapeseed oil; garlic trace: nuts","1","0","0","open_food_facts","0"
"0","0","0","4104420133945","0","0","0","Duits: Joghurt* aus Ziegenmijch* Rübenzucker*; Bourbonvanilleschote* gemahlen; Bourbonvanilleschoten. Zitronensaftkonzentrat*; extrakt*; Stàrke*; Verdickungsmittel: Pektin *aus biologischer Landwirtschaft Der Fettgehalt von Ziegenmilch veràndert Sich natürlicherweise im Jahresverlauf.","0","0","2","0","german: yogurt* out of goat* beet sugar*; bourbon vanilleschote* ground; bourbon vanilla beans. lemon juice concentrate*; the extract*; strength*; thickener: pectin *out of biological agriculture the fat content von goat milk can you itself natural im year.","0","0","0","alnatura","0"
"0","0","0","4104420133945","0","0","0","Duits: Joghurt* aus Ziegenmijch* Rübenzucker*; Bourbonvanilleschote* gemahlen; Bourbonvanilleschoten. Zitronensaftkonzentrat*; extrakt*; Stàrke*; Verdickungsmittel: Pektin *aus biologischer Landwirtschaft Der Fettgehalt von Ziegenmilch veràndert Sich natürlicherweise im Jahresverlauf.","0","0","2","0","german: yogurt* out of goat* beet sugar*; bourbon vanilleschote* ground; bourbon vanilla beans. lemon juice concentrate*; the extract*; strength*; thickener: pectin *out of biological agriculture the fat content von goat milk can you itself natural im year.","0","0","0","open_food_facts","0"
"0","0","0","4104420046023","0","0","0","Duits: Sonnenblumenöl*; Sonnenblumenkerne*; Wasser; Papaya* 10%; Mango* 10% ; Zitronensaft* aus Ziftronensaftkonzentrat*; Äpfel*; Currypulver*; Apfelessig*; Apfelsaftkonzentrat*; Rohrohrzucker*; Meersalz; Gewürze*; Senfmehl* Allergenen: Mosterd","0","0","0","2","german: sunflower oil*; sunflower seeds*; water; papaya* 10%; mango* 10% ; lemon juice* out of lemon juice concentrate*; apples*; curry*; apple cider vinegar*; apple juice concentrate*; pipe sugar*; sea-salt; spices*; mustard flour* allergen: mustard","0","0","0","alnatura","0"
"0","0","0","4104420046023","0","0","0","Zutaten / Inhaltsstoffe: Sonnenblumenöl*; Sonnenblumenkerne*; Trinkwasser; Papaya* (10%); Mango* (10%); Zitronensaft* aus Zitronensaftkonzentrat*; Äpfel*; Curry* (1;5%); Obstessig*; Apfelsaftkonzentrat*; Rohrohrzucker*; Meersalz; Gewürze*; Senf*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","2","ingredients / Inhaltsstoffe: sunflower oil*; sunflower seeds*; drinking water; papaya* (10%); mango* (10%); lemon juice* out of lemon juice concentrate*; apples*; curry* (1;5%); fruit vinegar*; apple juice concentrate*; pipe sugar*; sea-salt; spices*; mustard*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420046023","0","0","0","Sonnenblumenöl*; Sonnenblumenkerne*; 20% Wasser; Mango* 10%; Papayapüree* 10%; Zitronensaft* aus Zitronensaftkonzentrat*; Äpfel*; Apfelsaftkonzentrat*; Rohrohrzucker*; CURRYPULVER*; Speisesalz*; Apfelessig*; Kartoffelstärke*; SENFMEHL*; Gewürze*     *aus biologischer Landwirtschaft.","0","0","0","2","sunflower oil*; sunflower seeds*; 20% water; mango* 10%; Papayapüree* 10%; lemon juice* out of lemon juice concentrate*; apples*; apple juice concentrate*; pipe sugar*; curry*; salt*; apple cider vinegar*; potato strength*; mustard flour*; spices*     *out of biological agriculture.","0","0","0","migipedia","0"
"0","0","0","4104420046023","0","0","0","Duits: Sonnenblumenöl*; Sonnenblumenkerne*; Wasser; Papaya* 10%; Mango* 10% ; Zitronensaft* aus Ziftronensaftkonzentrat*; Äpfel*; Currypulver*; Apfelessig*; Apfelsaftkonzentrat*; Rohrohrzucker*; Meersalz; Gewürze*; Senfmehl* Allergenen: Mosterd","0","0","0","2","german: sunflower oil*; sunflower seeds*; water; papaya* 10%; mango* 10% ; lemon juice* out of lemon juice concentrate*; apples*; curry*; apple cider vinegar*; apple juice concentrate*; pipe sugar*; sea-salt; spices*; mustard flour* allergen: mustard","0","0","0","open_food_facts","0"
"0","0","2","4104420031685","0","0","0","Duits: Meersalz unraffiniert 85 %; Lauch*; Sellerieblätter*; Petersilie*; Liebstöckel*; Majoran*; Basilikum*; Fenchel*; Zwiebel*; Pastinake*; Karotte*; Schnittlauch*; Sellerieknolle*; Chili* *aus biologischer Landwirtschaft Kann Spuren von Senf enthalten. Allergenen: Selderij Sporen: Mosterd","0","0","0","1","german: sea-salt unaffected 85 %; leek*; seller*; parsley*; lovage*; marjoram*; basil*; fennel*; onion*; pastinake*; carrot*; chives*; to celery*; chili* *out of biological agriculture can traces von mustard contain. allergen: celery trace: mustard","0","0","0","alnatura","0"
"0","0","2","4104420031685","0","0","0","Zutaten / Inhaltsstoffe: Meersalz; Porree*; Sellerie*; Petersilie*; Liebstöckel*; Majoran*; Basilikum*; Fenchel*; Zwiebel*; Pastinake*; Karotte*; Schnittlauch*; Chili* (Kräuter insgesamt 15%). *aus kontrolliertem ökologischem Anbau",,"0","0","0","ingredients / Inhaltsstoffe: sea-salt; porree*; celery*; parsley*; lovage*; marjoram*; basil*; fennel*; onion*; pastinake*; carrot*; chives*; chili* (herbs insgesamt 15%). *out of kontrolliertem ökologischem cultivation","0","0",,"dasistdrin","0"
"0","0","0","4104420031685","0","0","0","Duits: Meersalz unraffiniert 85 %; Lauch*; Sellerieblätter*; Petersilie*; Liebstöckel*; Majoran*; Basilikum*; Fenchel*; Zwiebel*; Pastinake*; Karotte*; Schnittlauch*; Sellerieknolle*; Chili* *aus biologischer Landwirtschaft Kann Spuren von Senf enthalten. Allergenen: Selderij Sporen: Mosterd","0","0","0","0","german: sea-salt unaffected 85 %; leek*; seller*; parsley*; lovage*; marjoram*; basil*; fennel*; onion*; pastinake*; carrot*; chives*; to celery*; chili* *out of biological agriculture can traces von mustard contain. allergen: celery trace: mustard","0","0","0","open_food_facts","0"
"0","0","0","4104420036802","0","0","0","Duits: Kamille","0","0","0","0","german: chamomile","0","0","0","alnatura","0"
"0","0","0","4104420036802","0","0","0","Zutaten / Inhaltsstoffe: Kamille*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: chamomile*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420036802","0","0","0","Duits: Kamille","0","0","0","0","german: chamomile","0","0","0","open_food_facts","0"
"0","0","0","4104420024526","0","0","0","Duits: Honig","0","0","0","0","german: honig","0","0","0","alnatura","0"
"0","0","0","4104420024526","0","0","0","Zutaten / Inhaltsstoffe: Waldhonig*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: forest honey*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","0","4104420024526","0","0","0","Duits: Honig","0","0","0","0","german: honig","0","0","0","open_food_facts","0"
"0","0","2","4104420020429","0","0","0","Duits: Zutaten/Ingrédients OWasser; Linsen* 24 %; Kartoffeln* 9%; Karotten* 8%; Zwiebeln*; Sellerie* 2;5 %; Tomatenmark*; Meersalz; Mais - stärke*; Sonnenblumenöl*; Rohrohrzucker*; Verdickungs mittel: Guarkernmehl*; Petersilie*; Zwiebelpulver*; Knoblauchpulver*; Schabzigerklee* *aus biologischer Landwirtschaft Allergenen: Selderij","0","0","0","0","german: Zutaten/Ingrédients water; lenses* 24 %; potatoes* 9%; carrot* 8%; onion*; celery* 2;5 %; tomato*; sea-salt; more - strength*; sunflower oil*; pipe sugar*; thickening medium: guar gum*; parsley*; onion powder*; garlic powder*; blue fenugreek* *out of biological agriculture allergen: celery","0","0","0","alnatura","0"
"0","0","2","4104420020429","0","0","0","Zutaten / Inhaltsstoffe: Wasser; Linsen* 24%; Kartoffeln* 9%; Karotten* 8%; Zwiebeln*; Sellerie*; Tomatenmark*; Meersalz; Maisstärke*; Sonnenblumenöl*; Rohrohrzucker*; Verdickungsmittel: Guarkernmehl*; Kräuter*; Gewürze*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft",,"0","0","0","ingredients / Inhaltsstoffe: water; lenses* 24%; potatoes* 9%; carrot* 8%; onion*; celery*; tomato*; sea-salt; corn starch*; sunflower oil*; pipe sugar*; thickener: guar gum*; herbs*; spices*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture","0","0",,"dasistdrin","0"
"0","0","2","4104420020429","0","0","0","Wasser; Linsen* 24%; Kartoffeln* 9%; Karotten* 8%; Zwiebeln*; SELLERIE*; Tomatenmark*; Meersalz; Maisstärke*; Sonnenblumenöl*; Rohrohrzucker*; Verdickungsmittel: Guarkernmehl*; Petersilie*; Zwiebelpulver*; Knoblauchpulver*; Schabzigerklee* *aus biologischer Landwirtschaft.","0","0","0","0","water; lenses* 24%; potatoes* 9%; carrot* 8%; onion*; celery*; tomato*; sea-salt; corn starch*; sunflower oil*; pipe sugar*; thickener: guar gum*; parsley*; onion powder*; garlic powder*; blue fenugreek* *out of biological agriculture.","0","0","0","migipedia","0"
"0","0","0","4104420020429","0","0","0","Duits: Zutaten/Ingrédients OWasser; Linsen* 24 %; Kartoffeln* 9%; Karotten* 8%; Zwiebeln*; Sellerie* 2;5 %; Tomatenmark*; Meersalz; Mais - stärke*; Sonnenblumenöl*; Rohrohrzucker*; Verdickungs mittel: Guarkernmehl*; Petersilie*; Zwiebelpulver*; Knoblauchpulver*; Schabzigerklee* *aus biologischer Landwirtschaft Allergenen: Selderij","0","0","0","0","german: Zutaten/Ingrédients water; lenses* 24 %; potatoes* 9%; carrot* 8%; onion*; celery* 2;5 %; tomato*; sea-salt; more - strength*; sunflower oil*; pipe sugar*; thickening medium: guar gum*; parsley*; onion powder*; garlic powder*; blue fenugreek* *out of biological agriculture allergen: celery","0","0","0","open_food_facts","0"
"0","0","2","4104420020429","0","0","0","water|24% linzen|9% aardappelen|8% wortel|uien|selderij|tomatenpuree|zeezout|maïszetmeel|zonnebloemolie|ruwe rietsuiker|guargom (E412)|peterselie|uien poeder|knoflook poeder|blauwe fenegriek","0","0","0","0","water|24% linzen|9% potatoes|8% wortel|onions|celery|tomatenpuree|sea salt|corn starch|sunflower oil|rough cane sugar|guar gum (E412)|peterselie|onions poeder|knoflook poeder|blauwe fenegriek","0","0","0","piccantino","0"
"1","1","0","4104420056268","0","2","0","Duits: Dinkelvollkornschrot 81 %; Sesam 8 %; Palmfett ungehärtet; Meersalz; Hefe; Gerstenmalzextrakt; Backtriebmittel: Natriumhydrogencarbonat Allergenen: Gluten; Sesamzaad","0","1","0","0","german: spelled -grain smoother 81 %; sesame 8 %; palm fat cautionary; sea-salt; yeast; barley malt extract; baking agent: sodium bicarbonate allergen: gluten; sesame seed","1","0","2","alnatura","0"
