"celery","code","eggs","gluten","ingredients","lupin","milk","mustard","new_lang","nuts","peanut","sesame","source","soy","gluten_gs","eggs_gs","nuts_gs","milk_gs","peanut_gs","soy_gs","nuts_orig","milk_orig","gluten_orig","soy_orig","peanut_orig","eggs_orig"
2.0,4104420020504,0,0,"Duits: Wasser; Erbsen 26%; Kartoffeln 10%; Karotten 8%; Zwiebeln; Meersalz; Sellerie; Maisstärke; Sonnenblumenöl; Rohrohrzucker; Spinatpulver; Petersilie; Bohnenkraut; Pfeffer. Allergenen: Selderij",0.0,0,0.0,"german: water; peas 26%; potatoes 10%; carrot 8%; onion; sea-salt; celery; corn starch; sunflower oil; pipe sugar; spinach powder; parsley; bean herb; pepper. allergen: celery",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420020504,0,0,"Zutaten / Inhaltsstoffe: Wasser; Erbsen* 26%; Kartoffeln* 10%; Karotten* 7%; Zwiebeln*; Meersalz; Sellerie*; Maisstärke*; Sonnenblumenöl*; Rohrohrzucker*; Spinatpulver*; Petersilie*; Bohnenkraut*; Pfeffer*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: water; peas* 26%; potatoes* 10%; carrot* 7%; onion*; sea-salt; celery*; corn starch*; sunflower oil*; pipe sugar*; spinach powder*; parsley*; bean herb*; pepper*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420020504,0,0,"Duits: Wasser; Erbsen 26%; Kartoffeln 10%; Karotten 8%; Zwiebeln; Meersalz; Sellerie; Maisstärke; Sonnenblumenöl; Rohrohrzucker; Spinatpulver; Petersilie; Bohnenkraut; Pfeffer. Allergenen: Selderij",0.0,0,0.0,"german: water; peas 26%; potatoes 10%; carrot 8%; onion; sea-salt; celery; corn starch; sunflower oil; pipe sugar; spinach powder; parsley; bean herb; pepper. allergen: celery",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420020504,0,0,"water|26% erwten|10% aardappelen|8% wortel|uien|zeezout|selderij|maïszetmeel|zonnebloemolie|ruwe rietsuiker|spinazie poeder|peterselie||peper",0.0,0,0.0,"water|26% peas|10% potatoes|8% wortel|onions|sea salt|celery|corn starch|sunflower oil|rough cane sugar|spinazie poeder|peterselie||peper",0,0,0.0,"piccantino",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021327,0,0,"Duits: Rohrohrzucker",0.0,0,0.0,"german: pipe sugar",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021327,0,0,"Zutaten / Inhaltsstoffe: Vollrohrzucker*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: fully rip -in sugar*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021327,0,0,"Duits: Rohrohrzucker",0.0,0,0.0,"german: pipe sugar",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021785,0,0,"Duits: Bio rohrohrzucker",0.0,0,0.0,"german: bio pipe sugar",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021785,0,0,"Zutaten / Inhaltsstoffe: Vollrohrzucker*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: fully rip -in sugar*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021785,0,0,"Duits: Bio rohrohrzucker",0.0,0,0.0,"german: bio pipe sugar",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420021785,0,0,"100% ruwe rietsuiker",0.0,1,0.0,"100% rough cane sugar",0,0,0.0,"piccantino",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420022287,0,2,"Duits: Gerste Allergenen: Gluten Sporen: Sesamzaad; Soja",0.0,0,0.0,"german: barley allergen: gluten trace: sesame seed; soy bean",0,0,1.0,"alnatura",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420022287,0,2,"Duits: Gerste Allergenen: Gluten Sporen: Sesamzaad; Soja",0.0,0,0.0,"german: barley allergen: gluten trace: sesame seed; soy bean",0,0,1.0,"open_food_facts",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420022683,0,1,"Frans: Pois chiches Sporen: Gluten; Noten; Pinda; Sesamzaad; Soja",0.0,0,0.0,"frans: then chicks trace: gluten; nuts; peanut; sesame seed; soy bean",1,2,2.0,"alnatura",2,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0
0.0,4104420022683,0,1,"Zutaten / Inhaltsstoffe: Kichererbsen*. Kann Spuren von Gluten; erdnüssen; anderen Nüssen; Mandeln; Milch; Lupinen und Sesam enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",1,0.0,"ingredients / Inhaltsstoffe: chickpeas*. can traces von gluten; peanut; others nuts; almond; milk; lupins and sesame contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",1,1,"","dasistdrin",0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,4104420022683,0,1,"Kichererbsen* *aus biologischer Landwirtschaft. Kann Spuren von Gluten; Soja; Mandel; Nüssen und Sesam enthalten.",0.0,0,0.0,"chickpeas* *out of biological agriculture. can traces von gluten; soy bean; mandel; nuts and sesame contain.",1,0,1.0,"migipedia",1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,4104420022683,0,1,"Frans: Pois chiches Sporen: Gluten; Noten; Pinda; Sesamzaad; Soja",0.0,0,0.0,"frans: then chicks trace: gluten; nuts; peanut; sesame seed; soy bean",1,2,1.0,"open_food_facts",2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,4104420022683,0,0,"100% kikkererwten",0.0,0,0.0,"100% chickpeas",0,0,1.0,"piccantino",0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,4104420024960,0,0,"Frans: Noix de cajou Allergenen: Noten Sporen: Noten; Pinda; de:nusse",0.0,0,0.0,"frans: nut of cashew allergen: nuts trace: nuts; peanut; of:cuddly",2,2,0.0,"alnatura",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420024960,0,0,"Zutaten / Inhaltsstoffe: Cashewkerne*. Kann Spuren von erdnüssen; anderen Nüssen und Mandeln enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: cashew seeds*. can traces von peanut; others nuts and almond contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420024960,0,0,"CASHEWNÜSSE* *aus biologischer Landwirtschaft. Kann Spuren von Erdnuss; Mandel und anderen Nüssen enthalten.",0.0,0,0.0,"cashew nut* *out of biological agriculture. can traces von peanut; mandel and others nuts contain.",2,1,0.0,"migipedia",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420024960,0,0,"Frans: Noix de cajou Allergenen: Noten Sporen: Noten; Pinda; de:nusse",0.0,0,0.0,"frans: nut of cashew allergen: nuts trace: nuts; peanut; of:cuddly",2,2,0.0,"open_food_facts",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420024960,0,0,"cashewnoten",0.0,1,0.0,"cashew nut",2,0,0.0,"piccantino",1,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420025066,0,0,"Duits: Walnusskerne Allergenen: Noten; Pinda Sporen: Noten",0.0,0,0.0,"german: walnut seeds allergen: nuts; peanut trace: nuts",1,1,0.0,"alnatura",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420025066,0,0,"Zutaten / Inhaltsstoffe: Walnusskerne*. Kann Spuren von erdnüssen; anderen Nüssen und Mandeln enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: walnut seeds*. can traces von peanut; others nuts and almond contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420025066,0,0,"Duits: Walnusskerne Allergenen: Noten; Pinda Sporen: Noten",0.0,0,0.0,"german: walnut seeds allergen: nuts; peanut trace: nuts",1,1,0.0,"open_food_facts",0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
0.0,4104420025547,0,0,"Zutaten / Inhaltsstoffe: Mandeln (blanchierte Mandeln)*. Kann Spuren von erdnüssen und anderen Nüssen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: almond (blanchierte almond)*. can traces von peanut and others nuts contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420025721,0,0,"Zutaten / Inhaltsstoffe: Erdnüsse * geröstet. Kann Spuren von anderen Nüssen und Mandeln enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: peanuts * roasted. can traces von others nuts and almond contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,2,"","dasistdrin",0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
0.0,4104420025929,0,0,"Duits: Leinöl",0.0,0,0.0,"german: linseed oil",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420025929,0,0,"Zutaten / Inhaltsstoffe: Leinöl*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: linseed oil*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420025929,0,0,"Duits: Leinöl",0.0,0,0.0,"german: linseed oil",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420025929,0,0,"100% Virgin lijnolie",0.0,0,0.0,"100% Virgin linseed",0,0,0.0,"piccantino",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420026704,0,0,"Zutaten / Inhaltsstoffe: Cashewkerne*. Kann Spuren von erdnüssen; anderen Nüssen und Mandeln enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: cashew seeds*. can traces von peanut; others nuts and almond contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420026704,0,0,"cashewnoten",0.0,1,0.0,"cashew nut",2,0,0.0,"piccantino",1,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2.0,4104420028289,0,0,"Duits: Dillspitzen Sporen: Selderij; Mosterd",0.0,0,2.0,"german: dill tip trace: celery; mustard",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028289,0,0,"Zutaten / Inhaltsstoffe: Dillspitzen*. * aus kontrolliert biologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: dill tip*. * out of kontrolliert biological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4104420028289,0,0,"Duits: Dillspitzen Sporen: Selderij; Mosterd",0.0,0,1.0,"german: dill tip trace: celery; mustard",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4104420028326,0,0,"Zutaten / Inhaltsstoffe: Majoran*; Rosmarin*; Zwiebeln*; Thymian*; Basilikum*; Oregano*; Knoblauch*; Chili*. Kann Spuren von Sellerie und Senf enthalten. * aus kontrolliert biologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,1.0,"ingredients / Inhaltsstoffe: marjoram*; rosemary*; onion*; thymian*; basil*; oregano*; garlic*; chili*. can traces von celery and mustard contain. * out of kontrolliert biological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420028364,0,0,"Duits: Lorbeerblätter",0.0,0,2.0,"german: laurel leaves",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028364,0,0,"Zutaten / Inhaltsstoffe: Lorbeerblätter*. * aus kontrolliert biologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: laurel leaves*. * out of kontrolliert biological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028364,0,0,"Duits: Lorbeerblätter",0.0,0,0.0,"german: laurel leaves",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420028487,0,0,"Duits: Thymian Sporen: Selderij; Mosterd",0.0,0,2.0,"german: thymian trace: celery; mustard",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028487,0,0,"Zutaten / Inhaltsstoffe: Thymian*. * aus kontrolliert biologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: thymian*. * out of kontrolliert biological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4104420028487,0,0,"Duits: Thymian Sporen: Selderij; Mosterd",0.0,0,1.0,"german: thymian trace: celery; mustard",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028708,0,0,"Duits: Butter geklärt",0.0,0,0.0,"german: butter clear",0,0,0.0,"alnatura",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,4104420028708,0,0,"Zutaten / Inhaltsstoffe: Geklärte Butter*. Kann Spuren von Milch enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: Geklärte butter*. can traces von milk contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4104420028708,0,0,"Duits: Butter geklärt",0.0,0,0.0,"german: butter clear",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420028708,0,0,"boter",0.0,0,0.0,"butter",0,0,0.0,"piccantino",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420029569,0,0,"Engels: langkornreis Sporen: Noten; Sesamzaad",0.0,0,0.0,"english: long grain rice trace: nuts; sesame seed",2,0,0.0,"alnatura",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420029569,0,1,"Zutaten / Inhaltsstoffe: Langkornreis*. Kann Spuren von Gluten; Nüssen; Mandeln; Soja und Sesam enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: long grain rice*. can traces von gluten; nuts; almond; soy bean and sesame contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",1,0,"","dasistdrin",1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,4104420029569,0,0,"Engels: langkornreis Sporen: Noten; Sesamzaad",0.0,0,0.0,"english: long grain rice trace: nuts; sesame seed",2,0,1.0,"open_food_facts",0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420029569,0,0,"100% langkorrelige rijst",0.0,0,0.0,"100% langkorrelige rice",0,0,0.0,"piccantino",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420030220,0,0,"Frans: Huile d'olive vierge extra bio",0.0,0,0.0,"frans: oil d'olive virgin extra bio",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420030220,0,0,"Zutaten / Inhaltsstoffe: Olivenöl nativ extra*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: olive oil native extra*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420030220,0,0,"Frans: Huile d'olive vierge extra bio",0.0,0,0.0,"frans: oil d'olive virgin extra bio",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420030282,0,0,"Zutaten / Inhaltsstoffe: Oregano*. * aus kontrolliert biologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: oregano*. * out of kontrolliert biological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4104420030282,0,2,"Oregano* *aus biologischer Landwirtschaft. Kann Spuren von Senf und Sellerie enthalten.",0.0,0,1.0,"oregano* *out of biological agriculture. can traces von mustard and celery contain.",0,0,0.0,"migipedia",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420031647,0,0,"Duits: Meersalz unraffiniert",0.0,0,0.0,"german: sea-salt unaffected",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420031647,0,0,"Zutaten / Inhaltsstoffe: Meersalz.","",0,0.0,"ingredients / Inhaltsstoffe: sea-salt.",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420031647,0,0,"Duits: Meersalz unraffiniert",0.0,0,0.0,"german: sea-salt unaffected",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420031647,0,0,"zeezout",0.0,0,0.0,"sea salt",1,0,0.0,"piccantino",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420031708,0,0,"Duits: Meersalz; jodiert 85% (Meersalz unraffiniert; Kaliumjodat); Lauch; Sellerieblätter; Petersilie; Liebstöckel; Majoran; Basilikum; Fenchelknollen; Zwiebeln; Pastinaken; Karotten; Schnittlauch; Sellerieknollen; Chili. Allergenen: Selderij; de:sellerieknollen Sporen: Mosterd",0.0,0,1.0,"german: sea-salt; iodized 85% (sea-salt unaffected; potassium); leek; seller; parsley; lovage; marjoram; basil; fennel bulbs; onion; paramedic; carrot; chives; celery; chili. allergen: celery; of:celery trace: mustard",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420031708,0,0,"Zutaten / Inhaltsstoffe: Jodiertes Meersalz (Meersalz; Kaliumjodat) (85%); Lauch*; Sellerieblatt*; Petersilie*; Liebstöckel*; Majoran*; Basilikum*; Fenchelknolle*; Zwiebeln*; Pastinake*; Karotte*; Schnittlauch*; Sellerieknolle*; Chili*. Kann Spuren von Senf enthalten. *aus kontrolliertem ökologischem Anbau","",0,1.0,"ingredients / Inhaltsstoffe: Jodiertes sea-salt (sea-salt; potassium) (85%); leek*; Sellerieblatt*; parsley*; lovage*; marjoram*; basil*; Fenchelknolle*; onion*; pastinake*; carrot*; chives*; to celery*; chili*. can traces von mustard contain. *out of kontrolliertem ökologischem cultivation",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4104420031708,0,0,"Duits: Meersalz; jodiert 85% (Meersalz unraffiniert; Kaliumjodat); Lauch; Sellerieblätter; Petersilie; Liebstöckel; Majoran; Basilikum; Fenchelknollen; Zwiebeln; Pastinaken; Karotten; Schnittlauch; Sellerieknollen; Chili. Allergenen: Selderij; de:sellerieknollen Sporen: Mosterd",0.0,0,1.0,"german: sea-salt; iodized 85% (sea-salt unaffected; potassium); leek; seller; parsley; lovage; marjoram; basil; fennel bulbs; onion; paramedic; carrot; chives; celery; chili. allergen: celery; of:celery trace: mustard",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037281,0,0,"Frans: Mélange de fruits* 55% (en proportion variable: mûres*; fraises*; framboises*; myrtilles*; baies de sureau*); sucre de canne brut*; gélifiant: pectine; jus de citron concentré* *de l'agriculture biologique",0.0,0,0.0,"frans: blend of fruits* 55% (in proportion variable: blackberries*; strawberries*; raspberry*; blueberries*; berries of elderberry*); sugar of cane brut*; giant: pectin; jus of citron concentrate* *of l'agriculture biological",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037281,0,0,"Zutaten / Inhaltsstoffe: Fruchtmischung* (55%) (in veränderlichen Gewichtsanteilen: Brombeeren*; Erdbeeren*; Himbeeren*; Heidelbeeren*; Holunderbeeren*); Rohrohrzucker*; Geliermittel: Apfelpektin; Zitronensaftkonzentrat*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: fruit mixture* (55%) (in veränderlichen Gewichtsanteilen: Brombeeren*; strawberries*; raspberries*; blueberries*; elderberries*); pipe sugar*; gelling agent: apple pectin; lemon juice concentrate*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037281,0,0,"Frans: Mélange de fruits* 55% (en proportion variable: mûres*; fraises*; framboises*; myrtilles*; baies de sureau*); sucre de canne brut*; gélifiant: pectine; jus de citron concentré* *de l'agriculture biologique",0.0,0,0.0,"frans: blend of fruits* 55% (in proportion variable: blackberries*; strawberries*; raspberry*; blueberries*; berries of elderberry*); sugar of cane brut*; giant: pectin; jus of citron concentrate* *of l'agriculture biological",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037427,0,0,"Frans: Abricots* 55 %; sucre de canne brut*; gélifiant: pectine; jus de citron concentré* *de l'agriculture biologique Peut contenir des morceaux de noyaux.",0.0,0,0.0,"frans: apricot* 55 %; sugar of cane brut*; giant: pectin; jus of citron concentrate* *of l'agriculture biological can contain of the parts of nuclei.",0,0,0.0,"alnatura",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037427,0,0,"Zutaten / Inhaltsstoffe: Marillen* (Aprikosen*) (55%); Rohrohrzucker*; Geliermittel: Apfelpektin; Zitronensaftkonzentrat*. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: Marillen* (apricots*) (55%); pipe sugar*; gelling agent: apple pectin; lemon juice concentrate*. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037427,0,0,"Marillen* (Aprikosen*) 55%; Rübenzucker*; Geliermittel: Apfelpektin; Zitronensaftkonzentrat* *aus biologischer Landwirtschaft.",0.0,0,0.0,"Marillen* (apricots*) 55%; beet sugar*; gelling agent: apple pectin; lemon juice concentrate* *out of biological agriculture.",0,0,0.0,"migipedia",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037427,0,0,"Frans: Abricots* 55 %; sucre de canne brut*; gélifiant: pectine; jus de citron concentré* *de l'agriculture biologique Peut contenir des morceaux de noyaux.",0.0,0,0.0,"frans: apricot* 55 %; sugar of cane brut*; giant: pectin; jus of citron concentrate* *of l'agriculture biological can contain of the parts of nuclei.",0,0,0.0,"open_food_facts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4104420037526,0,0,"Duits: Kürbis 32%; Wasser; Sonnenblumenöl; Zwiebeln; Karotten; Rohrohrzucker; Zitronensaft; Cashewnüsse; Maisgrieß; Meersalz; Gewürze; Verdickungsmittel: Guarkernmehl Allergenen: Noten",0.0,0,0.0,"german: pumpkin 32%; water; sunflower oil; onion; carrot; pipe sugar; lemon juice; cashew nut; corn semolina; sea-salt; spices; thickener: guar gum allergen: nuts",2,0,0.0,"alnatura",0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
